Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2003","2003","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2004","2004","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2004","2004","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2005","2005","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2005","2005","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2006","2006","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2006","2006","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2007","2007","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2007","2007","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2008","2008","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2008","2008","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2009","2009","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2009","2009","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2010","2010","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2010","2010","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2011","2011","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2011","2011","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2012","2012","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2012","2012","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2013","2013","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2013","2013","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2014","2014","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2014","2014","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2015","2015","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2015","2015","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2016","2016","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2016","2016","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2017","2017","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2017","2017","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2018","2018","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2018","2018","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2019","2019","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2019","2019","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2020","2020","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2020","2020","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2021","2021","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2021","2021","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01216","Artichokes","2022","2022","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01216","Artichokes","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1993","1993","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1994","1994","ha","4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","1994","1994","kg/ha","4750","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1994","1994","t","19","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1995","1995","ha","8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","1995","1995","kg/ha","5125","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1995","1995","t","41","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1996","1996","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1996","1996","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1997","1997","ha","12","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","1997","1997","kg/ha","13000","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1997","1997","t","156","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1998","1998","ha","12","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","1998","1998","kg/ha","6166.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1998","1998","t","74","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","1999","1999","ha","12","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","1999","1999","kg/ha","5250","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","1999","1999","t","63","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2000","2000","ha","5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2000","2000","kg/ha","24200","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2000","2000","t","121","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2001","2001","ha","7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2001","2001","kg/ha","46428.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2001","2001","t","325","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2002","2002","ha","8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2002","2002","kg/ha","36250","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2002","2002","t","290","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2003","2003","ha","8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2003","2003","kg/ha","33500","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2003","2003","t","268","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2004","2004","ha","14","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2004","2004","kg/ha","19142.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2004","2004","t","268","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2005","2005","ha","12","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2005","2005","kg/ha","39916.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2005","2005","t","479","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2006","2006","ha","13","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2006","2006","kg/ha","28923.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2006","2006","t","376","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2007","2007","ha","13","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2007","2007","kg/ha","28560.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2007","2007","t","377","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2008","2008","ha","13","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2008","2008","kg/ha","26461.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2008","2008","t","344","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2009","2009","ha","15","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2009","2009","kg/ha","25709.2","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2009","2009","t","385.64","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2010","2010","ha","22","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2010","2010","kg/ha","21818.2","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2010","2010","t","480","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2011","2011","ha","25","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2011","2011","kg/ha","23200","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2011","2011","t","580","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2012","2012","ha","24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2012","2012","kg/ha","24752.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2012","2012","t","600","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2013","2013","ha","24","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2013","2013","kg/ha","23750","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2013","2013","t","570","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2014","2014","ha","25","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2014","2014","kg/ha","22000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2014","2014","t","550","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2015","2015","ha","29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2015","2015","kg/ha","21444.3","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2015","2015","t","625.94","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2016","2016","ha","32","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2016","2016","kg/ha","21318.7","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2016","2016","t","676.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2017","2017","ha","35","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2017","2017","kg/ha","20829.7","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2017","2017","t","718.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2018","2018","ha","39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2018","2018","kg/ha","20358.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2018","2018","t","800","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2019","2019","ha","70","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2019","2019","kg/ha","26605.8","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2019","2019","t","1856.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2020","2020","ha","138","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2020","2020","kg/ha","32324","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2020","2020","t","4446.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2021","2021","ha","165","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2021","2021","kg/ha","42006.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2021","2021","t","6931","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01311","Avocados","2022","2022","ha","172","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01311","Avocados","2022","2022","kg/ha","40634","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01311","Avocados","2022","2022","t","7000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1993","1993","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1994","1994","ha","569","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","1994","1994","kg/ha","32307.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1994","1994","t","18383","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1995","1995","ha","569","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","1995","1995","kg/ha","32307.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1995","1995","t","18383","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1996","1996","ha","589","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","1996","1996","kg/ha","33551.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1996","1996","t","19762","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1997","1997","ha","579","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","1997","1997","kg/ha","39951.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1997","1997","t","23132","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1998","1998","ha","517","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","1998","1998","kg/ha","39947.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1998","1998","t","20653","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","1999","1999","ha","530","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","1999","1999","kg/ha","49745.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","1999","1999","t","26365","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2000","2000","ha","236","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2000","2000","kg/ha","39957.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2000","2000","t","9430","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2001","2001","ha","203","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2001","2001","kg/ha","29177.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2001","2001","t","5923","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2002","2002","ha","186","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2002","2002","kg/ha","29258.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2002","2002","t","5442","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2003","2003","ha","278","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2003","2003","kg/ha","27877.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2003","2003","t","7750","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2004","2004","ha","337","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2004","2004","kg/ha","27145.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2004","2004","t","9148","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2005","2005","ha","330","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2005","2005","kg/ha","29697","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2005","2005","t","9800","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2006","2006","ha","267","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2006","2006","kg/ha","29962.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2006","2006","t","8000","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2007","2007","ha","211","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2007","2007","kg/ha","29249.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2007","2007","t","6160","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2008","2008","ha","168","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2008","2008","kg/ha","30476.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2008","2008","t","5120","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2009","2009","ha","157","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2009","2009","kg/ha","31615.2","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2009","2009","t","4956.9","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2010","2010","ha","112","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2010","2010","kg/ha","32728.7","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2010","2010","t","3665.61","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2011","2011","ha","121","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2011","2011","kg/ha","33750.4","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2011","2011","t","4072.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2012","2012","ha","113","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2012","2012","kg/ha","34561.4","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2012","2012","t","3915.04","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2013","2013","ha","108","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2013","2013","kg/ha","36836.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2013","2013","t","3964.45","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2014","2014","ha","100","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2014","2014","kg/ha","38400","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2014","2014","t","3840","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2015","2015","ha","80","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2015","2015","kg/ha","40250","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2015","2015","t","3220","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2016","2016","ha","80","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2016","2016","kg/ha","36000","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2016","2016","t","2880","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2017","2017","ha","87","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2017","2017","kg/ha","38230.8","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2017","2017","t","3313.33","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2018","2018","ha","70","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2018","2018","kg/ha","40857.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2018","2018","t","2860","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2019","2019","ha","36","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2019","2019","kg/ha","34944.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2019","2019","t","1258","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2020","2020","ha","41","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2020","2020","kg/ha","34829.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2020","2020","t","1428","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2021","2021","ha","104","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2021","2021","kg/ha","36576.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2021","2021","t","3804","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2022","2022","ha","92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01312","Bananas","2022","2022","kg/ha","36732.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2022","2022","t","3379","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1993","1993","ha","","M","Missing value; data cannot exist",""
