Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","101.118816","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.88685","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","97.701753","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","94.962582","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","95.393371","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","96.675241","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","97.916214","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","98.189884","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","96.853905","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","95.243105","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","95.93226","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","95.940709","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","95.675218","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","96.4366","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","96.46448","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","97.45915","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","98.367299","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","96.938382","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","96.934815","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","97.965773","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","97.527538","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","96.934076","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","98.078361","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","97.793264","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","100.199228","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","102.982845","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","100.40931","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","98.869622","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","99.326055","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","100.617753","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","102.171252","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","101.025898","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","100.184273","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","99.602874","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","98.505736","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","98.497984","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","100.595863","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.400274","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","96.987928","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","95.31188","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","94.808097","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","94.934043","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","97.607969","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","99.380897","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","98.092375","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","97.520775","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","94.817785","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","95.476579","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","95.912545","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","98.766596","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","98.549917","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","98.408187","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","98.718486","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","99.777661","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","101.34554","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","100.967118","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","99.862323","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","99.083967","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","101.052425","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","102.494172","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","105.128457","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","108.316797","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","106.499259","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","105.017222","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","103.246464","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","103.372409","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","106.317603","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","107.818973","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","106.104464","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","105.938581","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","105.255943","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","108.01708","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","108.213342","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","110.265675","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","108.812512","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","107.286416","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","107.431738","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","109.747203","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","112.537386","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","115.37601","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","116.286694","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","132.078356","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","140.070074","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","155.062538","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","163.830631","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","148.355382","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","148.423715","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","143.112639","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","140.524657","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","150.230162","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","200.706256","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","248.23581","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","257.006798","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","237.81467","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","170.68244","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","136.044879","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","160.281964","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","204.263239","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","261.212748","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","420.359907","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","438.274894","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","318.6768","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","283.330116","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","60.916292","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","61.083685","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","60.945832","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","60.537196","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","60.689819","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","60.704589","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","60.601199","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","60.03994","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","60.487962","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","60.532272","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","60.650432","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","61.172305","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","60.999988","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","61.034451","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","61.344621","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","61.512014","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","61.265848","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","61.315081","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","61.300311","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","60.935985","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","61.61048","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","61.600634","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","62.05358","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","62.294822","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","62.841311","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","63.181021","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","63.59458","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","64.451239","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","64.466008","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","64.963264","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","65.558986","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","65.642683","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","66.189172","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","66.272869","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","65.898696","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","66.302408","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","66.597808","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","66.720891","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","67.882796","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","68.168348","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","67.848332","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","67.986185","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","67.375693","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","67.124604","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","68.237275","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","68.286508","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","68.631141","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","68.818227","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","69.537033","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","69.763505","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","69.477953","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","69.857049","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","69.487799","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","69.418873","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","69.477953","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","69.522263","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","69.733965","X","Figure from external organization","base year is 2015"
